name,company,year,Price,kms_driven,fuel_type
Mahindra Scorpio VLX 2WD BSIII,Mahindra,2012,459999,70000,Diesel
Mahindra Scorpio VLX 2WD BSIV,Mahindra,2012,550000,90000,Diesel
Mahindra Scorpio VLX 2WD BSIV,Mahindra,2011,430000,120000,Diesel
Mahindra Scorpio VLX 2WD BSIV,Mahindra,2012,750000,120000,Diesel
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Mahindra,2010,600000,100875,Diesel
Mahindra Scorpio VLX 4WD AIRBAG BSIV,Mahindra,2011,525000,96000,Diesel
Mahindra Scorpio VLX AT AIRBAG BSIV,Mahindra,2014,625000,70000,Diesel
Mahindra Scorpio VLX AT AIRBAG BSIV,Mahindra,2010,509999,97000,Diesel
Mahindra Ssangyong Rexton RX5,Mahindra,2013,900000,70000,Diesel
Mahindra Ssangyong Rexton RX7,Mahindra,2013,800000,117000,Diesel
Mahindra Ssangyong Rexton RX7,Mahindra,2013,1000000,40000,Diesel
Mahindra Ssangyong Rexton RX7,Mahindra,2013,850000,200000,Diesel
Mahindra Ssangyong Rexton RX7,Mahindra,2013,800000,117000,Diesel
Mahindra Supro LX 8 Str,Mahindra,2018,500000,10000,Diesel
Mahindra Supro LX 8 Str,Mahindra,2018,400000,50000,Diesel
Mahindra Supro LX 8 Str,Mahindra,2018,400000,50000,Diesel
Mahindra Thar,Mahindra,2021,1711000,10290,Petrol
Mahindra Thar,Mahindra,2019,774000,42221,Diesel
Mahindra Thar,Mahindra,2021,1452000,10843,Petrol
Mahindra Thar,Mahindra,2021,1585000,9087,Petrol
Mahindra Thar,Mahindra,2017,685000,63510,Diesel
Mahindra Thar,Mahindra,2021,1547000,5097,Petrol
Mahindra Thar,Mahindra,2018,771000,35083,Diesel
Mahindra Thar,Mahindra,2021,1518000,5350,Petrol
Mahindra Thar,Mahindra,2022,1699000,14893,Diesel
Mahindra Thar,Mahindra,2018,788000,90305,Diesel
Mahindra Thar,Mahindra,2019,775000,32009,Diesel
Mahindra Thar,Mahindra,2021,1527000,45720,Diesel
Mahindra Thar,Mahindra,2020,1532000,62342,Diesel
Mahindra Thar,Mahindra,2022,1503000,24853,Petrol
Mahindra Thar,Mahindra,2021,1417000,12452,Petrol
Mahindra Thar 4X4,Mahindra,2015,585000,50000,Diesel
Mahindra Thar 4X4,Mahindra,2013,770000,85000,Diesel
Mahindra Thar CRDe,Mahindra,2017,780000,35000,Diesel
Mahindra Thar CRDe,Mahindra,2016,630000,101000,Diesel
Mahindra Thar CRDe,Mahindra,2017,775000,35000,Diesel
Mahindra Thar CRDe,Mahindra,2018,850000,15000,Diesel
Mahindra Thar CRDe,Mahindra,2018,850000,15000,Diesel
Mahindra Thar CRDe,Mahindra,2018,875000,25000,Diesel
Mahindra Thar CRDe,Mahindra,2018,900000,35000,Diesel
Mahindra Thar CRDe,Mahindra,2019,975000,12584,Diesel
Mahindra Thar CRDe,Mahindra,2019,950000,15000,Diesel
Mahindra Thar CRDe,Mahindra,2017,800000,60000,Diesel
Mahindra Thar CRDe,Mahindra,2018,900000,35000,Diesel
Mahindra Thar CRDe ABS,Mahindra,2018,900000,26235,Diesel
Mahindra Thar CRDe ABS,Mahindra,2019,974000,15000,Diesel
Mahindra Thar CRDe AC,Mahindra,2014,700000,40000,Diesel
Mahindra Thar CRDe AC,Mahindra,2014,700000,24000,Diesel
Mahindra Thar CRDe AC,Mahindra,2014,525000,70000,Diesel
Mahindra Thar CRDe AC,Mahindra,2014,550000,80000,Diesel
Mahindra Thar CRDe AC,Mahindra,2018,900000,12000,Diesel
Mahindra Thar CRDe AC,Mahindra,2014,700000,24000,Diesel
Mahindra Thar DI 4X4,Mahindra,2014,425000,63000,Diesel
Mahindra Thar DI 4X4,Mahindra,2019,890000,13000,Diesel
Mahindra Thar DI 4X4 PS,Mahindra,2016,710000,60000,Diesel
Mahindra Thar DI 4X4 PS,Mahindra,2015,750000,16000,Diesel
Mahindra TUV 300 mHAWK100 T8,Mahindra,2017,660000,67000,Diesel
Mahindra TUV 300 mHAWK100 T8,Mahindra,2016,530000,60000,Diesel
Mahindra TUV 300 mHAWK100 T8,Mahindra,2016,625000,50000,Diesel
Mahindra TUV 300 mHAWK100 T8,Mahindra,2017,660000,67000,Diesel
Mahindra TUV 300 mHAWK100 T8,Mahindra,2017,725000,100000,Diesel
Mahindra TUV 300 mHAWK100 T8,Mahindra,2017,725000,40000,Diesel
Mahindra TUV 300 mHAWK100 T8,Mahindra,2018,890000,55000,Diesel
Mahindra TUV 300 mHAWK100 T8,Mahindra,2018,819999,11500,Diesel
Mahindra TUV 300 mHAWK100 T8,Mahindra,2017,700000,60000,Diesel
Mahindra TUV 300 mHAWK100 T8,Mahindra,2018,700000,30000,Diesel
Mahindra TUV 300 mHAWK100 T8 AMT,Mahindra,2016,750000,110000,Diesel
Mahindra TUV 300 mHAWK100 T8 Dual Tone,Mahindra,2017,750000,60000,Diesel
Mahindra TUV 300 mHAWK100 T8 Dual Tone,Mahindra,2018,800000,70000,Diesel
Mahindra TUV 300 PLUS,Mahindra,2018,771500,83004,Diesel
Mahindra TUV 300 PLUS,Mahindra,2018,714000,93924,Diesel
Mahindra TUV 300 Plus P4 BSIV,Mahindra,2018,600000,70000,Diesel
Mahindra TUV 300 Plus P4 BSIV,Mahindra,2018,850000,20000,Diesel
Mahindra TUV 300 T10,Mahindra,2018,775000,50000,Diesel
Mahindra TUV 300 T4,Mahindra,2017,509999,142000,Diesel
Mahindra TUV 300 T4,Mahindra,2016,600000,60000,Diesel
Mahindra TUV 300 T4,Mahindra,2017,600000,30000,Diesel
Mahindra TUV 300 T4 Plus,Mahindra,2018,775000,59736,Diesel
Mahindra TUV 300 T4 Plus,Mahindra,2017,660000,82000,Diesel
Mahindra TUV 300 T4 Plus,Mahindra,2017,700000,38000,Diesel
Mahindra TUV 300 T6,Mahindra,2016,700000,50000,Diesel
Mahindra TUV 300 T6 Plus,Mahindra,2019,875000,25000,Diesel
Mahindra TUV 300 T6 Plus,Mahindra,2016,700000,120000,Diesel
Mahindra TUV 300 T6 Plus,Mahindra,2016,750000,35000,Diesel
Mahindra TUV 300 T6 Plus,Mahindra,2017,645000,60000,Diesel
Mahindra TUV 300 T6 Plus,Mahindra,2017,700000,54188,Diesel
Mahindra TUV 300 T6 Plus,Mahindra,2017,750000,60000,Diesel
Mahindra TUV 300 T6 Plus,Mahindra,2015,600000,80000,Diesel
Mahindra TUV 300 T6 Plus AMT,Mahindra,2015,620000,40000,Diesel
Mahindra TUV 300 T8,Mahindra,2017,655000,126000,Diesel
Mahindra TUV 300 T8,Mahindra,2015,634000,165000,Diesel
Mahindra TUV 300 T8,Mahindra,2015,730000,100000,Diesel
Mahindra TUV 300 T8,Mahindra,2015,590000,40000,Diesel
Mahindra TUV 300 T8,Mahindra,2016,750000,71000,Diesel
Mahindra TUV 300 T8,Mahindra,2016,730000,65100,Diesel
Mahindra TUV 300 T8,Mahindra,2016,625000,120000,Diesel
Mahindra TUV 300 T8,Mahindra,2015,700000,58945,Diesel
Mahindra TUV 300 T8,Mahindra,2016,650000,100000,Diesel
Mahindra TUV 300 T8,Mahindra,2016,770000,50000,Diesel
Mahindra TUV 300 T8,Mahindra,2016,509999,110000,Diesel
Mahindra TUV 300 T8,Mahindra,2015,430000,110000,Diesel
Mahindra TUV 300 T8,Mahindra,2016,509999,110000,Diesel
Mahindra TUV 300 T8,Mahindra,2016,730000,65100,Diesel
Mahindra TUV 300 T8,Mahindra,2016,625000,120000,Diesel
Mahindra TUV 300 T8,Mahindra,2017,710000,120000,Diesel
Mahindra TUV 300 T8,Mahindra,2017,700000,40000,Diesel
Mahindra TUV 300 T8,Mahindra,2015,500000,120000,Diesel
Mahindra TUV 300 T8,Mahindra,2016,700000,30000,Diesel
Mahindra TUV 300 T8,Mahindra,2016,600000,139000,Diesel
Mahindra TUV 300 T8,Mahindra,2017,735000,70000,Diesel
Mahindra TUV 300 T8 AMT,Mahindra,2017,660000,50000,Diesel
Mahindra TUV 300 T8 AMT,Mahindra,2015,775000,45000,Diesel
Mahindra TUV 300 T8 AMT,Mahindra,2016,600000,90000,Diesel
Mahindra TUV 300 T8 AMT,Mahindra,2015,700000,40000,Diesel
Mahindra TUV300,Mahindra,2017,817000,58157,Diesel
Mahindra TUV300,Mahindra,2018,794000,36242,Diesel
Mahindra TUV300,Mahindra,2019,809000,70065,Diesel
Mahindra TUV300,Mahindra,2019,822000,111198,Diesel
Mahindra TUV300,Mahindra,2016,702000,29413,Diesel
Mahindra TUV300,Mahindra,2016,611000,74241,Diesel
Mahindra TUV300,Mahindra,2018,812000,62707,Diesel
Mahindra TUV300,Mahindra,2018,775000,60466,Diesel
Mahindra TUV300,Mahindra,2016,615000,70625,Diesel
Mahindra TUV300,Mahindra,2017,610000,94015,Diesel
Mahindra TUV300,Mahindra,2017,523000,41485,Diesel
Mahindra TUV300,Mahindra,2017,628000,37755,Diesel
Mahindra TUV300,Mahindra,2016,697000,73195,Diesel
Mahindra TUV300,Mahindra,2015,529000,115086,Diesel
Mahindra TUV300,Mahindra,2017,746000,49678,Diesel
Mahindra Verito 1.4 G4 BSIV,Mahindra,2012,180000,110000,Petrol
Mahindra Verito 1.5 D2 BSIII,Mahindra,2011,229999,170000,Diesel
Mahindra Verito 1.5 D2 BSIII,Mahindra,2012,225000,110000,Diesel
Mahindra Verito 1.5 D2 BSIII,Mahindra,2011,180000,218000,Diesel
Mahindra Verito 1.5 D2 BSIII,Mahindra,2011,210000,215000,Diesel
Mahindra Verito 1.5 D2 BSIV,Mahindra,2012,140000,120000,Diesel
Mahindra Verito 1.5 D2 BSIV,Mahindra,2011,200000,120000,Diesel
Mahindra Verito 1.5 D2 BSIV,Mahindra,2012,140000,120000,Diesel
Mahindra Verito 1.5 D4 BSIII,Mahindra,2011,174000,100000,Diesel
Mahindra Verito 1.5 D4 BSIII,Mahindra,2012,254999,70000,Diesel
Mahindra Verito 1.5 D4 BSIII,Mahindra,2014,350000,106000,Diesel
Mahindra Verito 1.5 D4 BSIII,Mahindra,2012,200000,80000,Diesel
Mahindra Verito 1.5 D4 BSIII,Mahindra,2011,225000,57000,Diesel
Mahindra Verito 1.5 D4 BSIV,Mahindra,2012,260000,70000,Diesel
Mahindra Verito 1.5 D4 BSIV,Mahindra,2012,260000,110000,Diesel
Mahindra Verito 1.5 D4 BSIV,Mahindra,2014,250000,50000,Diesel
Mahindra Verito 1.5 D4 BSIV,Mahindra,2018,750000,22000,Diesel
Mahindra Verito 1.5 D4 BSIV,Mahindra,2015,380000,120000,Diesel
Mahindra Verito 1.5 D6 BSIII,Mahindra,2014,250000,110000,Diesel
Mahindra Verito 1.5 D6 BSIV,Mahindra,2012,350000,25000,Diesel
Mahindra Verito 1.6 G6 Executive BSIII,Mahindra,2013,350000,70000,Petrol
Mahindra Verito Vibe 1.5 dCi D4,Mahindra,2014,350000,110000,Diesel
Mahindra Verito Vibe 1.5 dCi D4,Mahindra,2013,250000,180000,Diesel
Mahindra Verito Vibe 1.5 dCi D6,Mahindra,2016,750000,100000,Diesel
Mahindra Willys CJ 3B 4X4,Mahindra,1983,300000,10000,Diesel
Mahindra XUV 3OO,Mahindra,2020,1064000,21270,Diesel
Mahindra XUV 3OO,Mahindra,2019,860000,54443,Diesel
Mahindra XUV 3OO,Mahindra,2019,974000,57202,Petrol
Mahindra XUV 3OO,Mahindra,2021,989000,48096,Petrol
Mahindra XUV 3OO,Mahindra,2019,837000,85836,Diesel
Mahindra XUV 3OO,Mahindra,2022,1204000,8751,Diesel
Mahindra XUV 3OO,Mahindra,2019,972000,40291,Petrol
Mahindra XUV 3OO,Mahindra,2019,957000,40796,Diesel
Mahindra XUV 3OO,Mahindra,2021,1248000,15036,Diesel
Mahindra XUV 3OO,Mahindra,2021,776000,77621,Petrol
Mahindra XUV 3OO,Mahindra,2019,979000,85088,Diesel
Mahindra XUV 3OO,Mahindra,2019,816000,38035,Diesel
Mahindra XUV 3OO,Mahindra,2022,1010000,19148,Petrol
Mahindra XUV 3OO,Mahindra,2020,1082000,62388,Diesel
Mahindra XUV 3OO,Mahindra,2021,1299000,39403,Diesel
Mahindra XUV 3OO,Mahindra,2019,883000,90111,Diesel
Mahindra XUV 3OO,Mahindra,2020,987000,77451,Petrol
Mahindra XUV 3OO,Mahindra,2020,877000,10344,Petrol
Mahindra XUV 3OO,Mahindra,2020,861000,13631,Petrol
Mahindra XUV 3OO,Mahindra,2019,968000,72183,Petrol
Mahindra XUV 3OO,Mahindra,2021,945000,25852,Petrol
Mahindra XUV300 W6 Diesel BSIV,Mahindra,2019,950000,17000,Diesel
Mahindra XUV300 W8,Mahindra,2019,960000,20000,Petrol
Mahindra XUV300 W8 Option BSIV,Mahindra,2019,1090000,16500,Petrol
Mahindra XUV300 W8 Option BSIV,Mahindra,2019,1000000,22000,Petrol
Mahindra XUV300 W8 Option BSIV,Mahindra,2019,1090000,16500,Petrol
Mahindra XUV300 W8 Option BSIV,Mahindra,2019,1132000,20000,Petrol
Mahindra XUV300 W8 Option Diesel BSIV,Mahindra,2019,1200000,25000,Diesel
Mahindra XUV300 W8 Option Diesel BSIV,Mahindra,2019,1200000,15000,Diesel
Mahindra XUV300 W8 Option Diesel BSIV,Mahindra,2019,1200000,15000,Diesel
Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,Mahindra,2019,1225000,6544,Diesel
Mahindra XUV500,Mahindra,2018,1222000,105290,Diesel
Mahindra XUV500,Mahindra,2018,1196000,105759,Diesel
Mahindra XUV500,Mahindra,2018,1187000,69690,Diesel
Mahindra XUV500,Mahindra,2017,1007000,79282,Diesel
Mahindra XUV500,Mahindra,2018,1156000,38130,Diesel
Mahindra XUV500,Mahindra,2015,782000,96816,Diesel
Mahindra XUV500,Mahindra,2014,561000,107080,Diesel
Mahindra XUV500,Mahindra,2017,1347000,92135,Diesel
Mahindra XUV500,Mahindra,2016,1273000,97110,Diesel
Mahindra XUV500,Mahindra,2019,1756000,36847,Diesel
Mahindra XUV500,Mahindra,2017,1077000,81120,Diesel
Mahindra XUV500,Mahindra,2019,885000,95338,Diesel
Mahindra XUV500,Mahindra,2018,1086000,83294,Diesel
Mahindra XUV500,Mahindra,2017,1531000,30728,Diesel
Mahindra XUV500,Mahindra,2016,1012000,54628,Diesel
Mahindra XUV500,Mahindra,2016,1274000,57626,Diesel
Mahindra XUV500,Mahindra,2017,1076350,77254,Diesel
Mahindra XUV500,Mahindra,2019,1109000,65118,Diesel
Mahindra XUV500,Mahindra,2018,1230000,57411,Diesel
Mahindra XUV500,Mahindra,2017,1066000,111649,Diesel
Mahindra XUV500,Mahindra,2017,1200000,61290,Diesel
Mahindra XUV500,Mahindra,2014,593000,99432,Diesel
Mahindra XUV500,Mahindra,2020,1934000,24488,Diesel
Mahindra XUV500,Mahindra,2016,1089000,75848,Diesel
Mahindra XUV500,Mahindra,2019,1790000,30853,Diesel
Mahindra XUV500,Mahindra,2018,1045000,66470,Diesel
Mahindra XUV500,Mahindra,2014,862000,93088,Diesel
Mahindra XUV500,Mahindra,2014,800000,95918,Diesel
Mahindra XUV500,Mahindra,2015,966000,88973,Diesel
Mahindra XUV500,Mahindra,2019,1291000,29847,Diesel
Mahindra XUV500,Mahindra,2017,870000,108691,Diesel
Mahindra XUV500,Mahindra,2021,1418000,22865,Diesel
Mahindra XUV500,Mahindra,2018,1511000,39093,Diesel
Mahindra XUV500,Mahindra,2015,756000,87902,Diesel
Mahindra XUV500,Mahindra,2017,1119000,55456,Diesel
Mahindra XUV500,Mahindra,2016,1217000,64061,Diesel
Mahindra XUV500,Mahindra,2016,929000,90291,Diesel
Mahindra XUV500,Mahindra,2018,951000,75908,Diesel
Mahindra XUV500,Mahindra,2013,716000,98524,Diesel
Mahindra XUV500,Mahindra,2016,1116000,116178,Diesel
Mahindra XUV500,Mahindra,2018,1192000,43359,Diesel
Mahindra XUV500,Mahindra,2016,915000,87604,Diesel
Mahindra XUV500,Mahindra,2018,1498000,35189,Diesel
Mahindra XUV500,Mahindra,2017,1037000,60408,Diesel
Mahindra XUV500,Mahindra,2016,1120000,88272,Diesel
Mahindra XUV500,Mahindra,2019,1198000,83508,Diesel
Mahindra XUV500,Mahindra,2016,1017000,49648,Diesel
Mahindra XUV500,Mahindra,2021,1778000,13941,Diesel
Mahindra XUV500,Mahindra,2017,1436200,66971,Diesel
Mahindra XUV500,Mahindra,2018,1151000,45996,Diesel
Mahindra XUV500,Mahindra,2018,1082000,56519,Diesel
Mahindra XUV500,Mahindra,2018,1045000,50965,Diesel
Mahindra XUV500,Mahindra,2016,688000,91242,Diesel
Mahindra XUV500 AT W10 AWD,Mahindra,2016,1290000,50000,Diesel
Mahindra XUV500 AT W10 AWD,Mahindra,2016,1300000,40000,Diesel
Mahindra XUV500 AT W10 AWD,Mahindra,2016,1300000,91567,Diesel
Mahindra XUV500 AT W10 FWD,Mahindra,2015,1200000,50000,Diesel
Mahindra XUV500 AT W10 FWD,Mahindra,2015,900000,100000,Diesel
Mahindra XUV500 AT W10 FWD,Mahindra,2015,1100000,77000,Diesel
Mahindra XUV500 AT W10 FWD,Mahindra,2015,1100000,70000,Diesel
Mahindra XUV500 AT W6 1.99 mHawk,Mahindra,2016,975000,54000,Diesel
Mahindra XUV500 AT W6 2WD,Mahindra,2016,850000,80000,Diesel
Mahindra XUV500 AT W6 2WD,Mahindra,2016,861999,120000,Diesel
Mahindra XUV500 AT W6 2WD,Mahindra,2017,1050000,46000,Diesel
Mahindra XUV500 AT W6 2WD,Mahindra,2016,950000,75000,Diesel
Mahindra XUV500 AT W8 FWD,Mahindra,2015,1044999,70000,Diesel
Mahindra XUV500 AT W9 2WD,Mahindra,2018,1500000,20000,Diesel
Mahindra XUV500 W10 1.99 mHawk,Mahindra,2016,1165000,50000,Diesel
Mahindra XUV500 W10 1.99 mHawk,Mahindra,2018,1400000,30000,Diesel
Mahindra XUV500 W10 1.99 mHawk,Mahindra,2018,1400000,30000,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2017,1625000,54000,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2017,1325000,54000,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2015,1100000,110000,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2016,1175000,110000,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2016,1350000,70000,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2017,1100000,88754,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2015,950000,188000,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2017,1150000,42000,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2015,919999,140000,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2017,1350000,25000,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2015,1225000,39000,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2015,1000000,24700,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2017,1100000,88754,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2015,1225000,39000,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2015,1000000,24700,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2017,1500000,66953,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2015,850000,140000,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2017,1250000,60000,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2017,1350000,20000,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2018,1500000,30000,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2015,975000,100000,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2015,1147000,56975,Diesel
Mahindra XUV500 W10 2WD,Mahindra,2016,1350000,25000,Diesel
Mahindra XUV500 W10 AWD,Mahindra,2019,1800000,10000,Diesel
Mahindra XUV500 W11 AT BSIV,Mahindra,2019,1650000,25000,Diesel
Mahindra XUV500 W11 BSIV,Mahindra,2019,1550000,28000,Diesel
Mahindra XUV500 W11 Option AWD,Mahindra,2019,1700000,32000,Diesel
Mahindra XUV500 W11 Option BSIV,Mahindra,2018,1700000,15000,Diesel
Mahindra XUV500 W11 Option BSIV,Mahindra,2018,1500000,60000,Diesel
Mahindra XUV500 W11 Option BSIV,Mahindra,2018,1500000,60000,Diesel
Mahindra XUV500 W4,Mahindra,2015,650000,125000,Diesel
Mahindra XUV500 W4,Mahindra,2014,605000,80000,Diesel
Mahindra XUV500 W4,Mahindra,2018,1050000,15000,Diesel
Mahindra XUV500 W4,Mahindra,2014,649000,117000,Diesel
Mahindra XUV500 W4,Mahindra,2014,850000,120000,Diesel
Mahindra XUV500 W4,Mahindra,2014,880000,120000,Diesel
Mahindra XUV500 W4,Mahindra,2014,650000,40000,Diesel
Mahindra XUV500 W4,Mahindra,2016,1025000,22522,Diesel
Mahindra XUV500 W4,Mahindra,2013,750000,70000,Diesel
Mahindra XUV500 W4 1.99 mHawk,Mahindra,2016,890000,40000,Diesel
Mahindra XUV500 W5 BSIV,Mahindra,2018,1200000,25000,Diesel
Mahindra XUV500 W5 BSIV,Mahindra,2018,1051000,59865,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2014,810000,100000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2015,850000,90000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2014,750000,80000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2012,500000,1500000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2011,475000,108000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2014,825000,165000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2014,850000,120000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2015,1050000,28000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2014,750000,80000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2016,1000000,100000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2016,800000,90000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2014,980000,120000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2017,1150000,43526,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2014,525000,120000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2015,1200000,10000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2014,600000,122000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2014,725000,141000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2013,750000,110000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2014,750000,50000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2013,600000,91000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2015,819999,90000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2013,900000,18000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2013,650000,85710,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2015,800000,140000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2015,944999,41000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2012,800000,40000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2014,780000,69000,Diesel
Mahindra XUV500 W6 2WD,Mahindra,2011,475000,108000,Diesel
Mahindra XUV500 W7,Mahindra,2020,830000,120000,Diesel
Mahindra XUV500 W7 BSIV,Mahindra,2018,1100000,50000,Diesel
Mahindra XUV500 W7 BSIV,Mahindra,2018,1150000,29000,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2012,535000,120000,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2012,680000,93000,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2014,650000,90000,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2013,900000,85036,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2013,950000,49700,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2014,800000,60000,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2012,950000,78500,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2015,850000,64800,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2013,750000,80000,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2014,850000,60000,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2014,1000000,120000,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2012,700000,100000,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2016,925000,48000,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2014,750000,90000,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2014,750000,60000,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2013,540000,60000,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2014,680000,120000,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2014,750000,90000,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2011,575000,110000,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2013,550000,70000,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2014,850000,75000,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2013,950000,49700,Diesel
Mahindra XUV500 W8 2WD,Mahindra,2013,750000,120000,Diesel
Mahindra XUV500 W8 4WD,Mahindra,2011,590000,80000,Diesel
Mahindra XUV500 W8 4WD,Mahindra,2012,550000,130000,Diesel
Mahindra XUV500 W8 4WD,Mahindra,2012,550000,130000,Diesel
Mahindra XUV500 W8 4WD,Mahindra,2013,800000,150000,Diesel
Mahindra XUV500 W8 4WD,Mahindra,2012,570000,77000,Diesel
Mahindra XUV500 W8 4WD,Mahindra,2012,595000,129000,Diesel
Mahindra XUV500 W8 4WD,Mahindra,2015,1050000,120000,Diesel
Mahindra XUV500 W8 4WD,Mahindra,2013,800000,120000,Diesel
Mahindra XUV500 W8 4WD,Mahindra,2015,850000,173000,Diesel
Mahindra XUV500 W8 4WD,Mahindra,2014,800000,136000,Diesel
Mahindra XUV500 W8 4WD,Mahindra,2012,650000,80000,Diesel
Mahindra XUV500 W8 4WD,Mahindra,2012,900000,100000,Diesel
Mahindra XUV500 W8 4WD,Mahindra,2012,675000,120000,Diesel
Mahindra XUV500 W8 4WD,Mahindra,2012,500000,200000,Diesel
Mahindra XUV500 W8 4WD,Mahindra,2012,700000,60000,Diesel
Mahindra XUV500 W8 AWD,Mahindra,2013,600000,177000,Diesel
Mahindra XUV500 W8 AWD,Mahindra,2014,825000,110000,Diesel
Mahindra XUV500 W8 AWD,Mahindra,2013,720000,150000,Diesel
Mahindra XUV500 W8 AWD,Mahindra,2012,500000,84487,Diesel
Mahindra XUV500 W8 AWD,Mahindra,2014,1000000,50000,Diesel
Mahindra XUV500 W8 AWD,Mahindra,2015,1050000,65000,Diesel
Mahindra XUV500 W8 AWD,Mahindra,2014,750000,70000,Diesel
Mahindra XUV500 W9 2WD,Mahindra,2018,1530000,40000,Diesel
Mahindra XUV500 W9 2WD,Mahindra,2018,1350000,40000,Diesel
Mahindra XUV500 W9 2WD,Mahindra,2018,1350000,40000,Diesel
Mahindra XUV500 W9 BSIV,Mahindra,2019,1575000,18000,Diesel
Mahindra XUV500 W9 BSIV,Mahindra,2018,1475000,24000,Diesel
Mahindra XUV500 W9 BSIV,Mahindra,2018,1525000,46000,Diesel
Mahindra XUV700,Mahindra,2022,2108000,13339,Petrol
Mahindra XUV700,Mahindra,2022,1862000,16073,Diesel
Mahindra Xylo D2,Mahindra,2011,250000,120000,Diesel
Mahindra Xylo D2,Mahindra,2011,450000,56000,Diesel
Mahindra Xylo D2,Mahindra,2010,300000,100000,Diesel
Mahindra Xylo D2,Mahindra,2010,160000,255000,Diesel
Mahindra Xylo D2,Mahindra,2010,250000,120000,Diesel
Mahindra Xylo D2,Mahindra,2011,250000,100000,Diesel
Mahindra Xylo D2,Mahindra,2011,180000,120000,Diesel
